userName,score,content
A Google user,5,"excellent Aplication, please use this application who want to learn coding."
A Google user,5,"great , learning is so much fun and easy"
A Google user,5,Best App for Learning Programming
A Google user,5,Nice app
A Google user,4,It is a very good app but the payment method for Africa is not appropriate for everyone someone like me I don't have a bank account I use MTN and Orange if they could also consider it I will be happy
A Google user,5,the app is great and user friendly even a baby can understand the basic concept and you all should give it a try
A Google user,5,THIS IS A VERY GOOD APP FOR LEARNING CODING.YOU CAN LEARN FREE AND BY GETTING PRO VERSION.
A Google user,4,it's a good app and I'll encourage others to download it and start learning now
A Google user,5,"Lessons are easy to follow, organized and takes only a bit of time. Great for learning casually or in a busy schedule."
A Google user,3,Not really what I was looking for but it's good to jog your memory when it's been a while since you haven't coded
A Google user,4,it's really an educating app which is recommended for someone who want to be a developer even if you know nothing.
A Google user,5,epic
A Google user,5,muy bien
A Google user,5,because it is good for someone likeme
A Google user,4,"Good app, covers most fundamentals in an easy to follow/practical way. Tad expensive, but all round good app"
A Google user,5,it's amazing and so fun👏🏽 brilliant way to learn coding✅️
A Google user,5,Thanks! With this i learned slowly how to code and link to websites!
A Google user,5,BEST COMPUTER LANGUAGES LEARNING APPS FOR TEENAGERS
A Google user,5,Easy and fun to use. Even after a short amount of time you start to identify some basic coding.
A Google user,5,Need mimo max for free
A Google user,3,won't give the 50% discount for max on the app...
A Google user,5,Off to a good start... loving it
A Google user,5,Using this app to recap what I'm learning on my data science course. It's helpful.
A Google user,5,This app is fabulous for the beginners.
A Google user,5,it's a good app for learning code
A Google user,5,So far so good. I have been using the app for not even four hours but still even within that small account of time I've learned far now about coding than I have previously trying to learn to code. I'd recommend it as of right now definitely 👍👍.
A Google user,4,this app is very useful
A Google user,5,if is free I would be happy as I am definitely gonna use this 24/7
A Google user,3,ease of learning. love it so far
A Google user,5,So wonderful everyone have ability to learn
A Google user,4,Should have more leaderboard stages
A Google user,5,best
A Google user,5,awesome app its easy to learn
A Google user,5,these app is amazing it helps you to learn programming language thank you for helping me to learn how to program but there is a problem it's not have Arabic or ine athe languages
A Google user,5,Addictive!!
A Google user,5,it is a very useful app for freshers. it clears the basic of coding . also it teach us very nice.
A Google user,4,"For most people, this app would probably be great. However, it isn't for me. With the way that it teaches, it is nearly impossible to learn anything."
A Google user,5,nice
A Google user,4,wonderful
A Google user,5,absolutely mimo deserve 10 stars.♥️
A Google user,5,"great app , provides interactive way of learning"
A Google user,5,the best app to learn coding 👍😃
A Google user,5,It's very great to learn coding with this app. It has a nice approach of teaching. I like this app!
A Google user,5,"It has been fun, interactive and easy to start my coding journey with Mimo. I am using the free version so can only comment on it. Thus far, it has been great."
A Google user,5,great for beginners
A Google user,4,"It's motivational, giving you an energy to keep going."
A Google user,4,I will gave 5 stars if u improve the streak thing. And give more rewards..
A Google user,5,Is is awesome. It teaches you every thing you need to know about coding and programing.
A Google user,5,duolingo but for coding. taught me python and i'm currently learning SQL and JS
A Google user,5,A great App to learn with.
A Google user,1,"interessante, da pra brincar, atualmente tá tenso para realizar as atividades, dando erro de tempo excedido sempre que realizo os trechos se código. Vê um jeito de salvar as aulas e depois continuar, cheguei a fazer duas vez seguida um aula, porque meu celular mudou do wifi para os dados móveis, aí desanima de mais"
A Google user,1,So far first leasons are easy to learn then the next are horrible at explaining what's going on would not recommend for beginners
A Google user,5,good
A Google user,5,best app for learning code
A Google user,3,The best app to learn coding
A Google user,5,"I just used it. This app is helpfull to me. It feels like I came back to my college days, as a BSCS student before, it is important to me to learn again about the code and other staffs about softwares."
A Google user,5,very friendly and absolutely helpful
A Google user,5,this is really awesome I'm glad two know I'm not two old to understand the foundation of application building I started with Legos and now it's come two this very simple corner stone.
A Google user,2,it's a good application in that it has enabled me to get an ideology on hw to create a web page already before I go far
A Google user,5,nice app to learn programming
A Google user,5,best app for beginners
A Google user,2,"It's good but... Hmm a energy thing. Each time you get a question wrong it decreases a heart, and when you have no hearts.... WHAAAAT? HOW MUCH TIME?! DELETING THIS NOW."
A Google user,2,A very good app to learn coding. I love it
A Google user,5,29th Jan: Just started and am enjoying it!!
A Google user,5,great way to learn
A Google user,5,👍 great
A Google user,5,Great intro and interactive app. Start with Mimo!!!
A Google user,4,this is great
A Google user,4,it s good
A Google user,4,I just started using this app and currently it seems intuitive
A Google user,4,cool and engaging not childish which i really like
A Google user,5,it's nice just using the app
A Google user,5,mimo is a good platform/app for learning web_development
A Google user,5,Hii if there is 100 rating star ⭐ then I'll give this app 101 star ⭐ it's a very good application where you can learn with the solution and the app friendly not boring
A Google user,5,"This is such an amazing app, I am in the interested phrase."
A Google user,5,I found this educative and interesting to learn.
A Google user,5,an excellent app for learning programming I have been using this app since 2020 and I learned 90% of my coding in the app I'm proud of mimo
A Google user,5,it is a explanat application
A Google user,5,👍 great
A Google user,5,great
A Google user,5,good
A Google user,5,nice app
A Google user,5,Small step to start learning
A Google user,5,best learning apps
A Google user,3,"Easy to learn. But this only covers the basic skill level, without much practice."
A Google user,5,works
A Google user,5,nice app for me and making big progress in my code journey
A Google user,5,Mimo is a very good app. Easy to learn with
A Google user,5,It's Pretty Exciting and A Quick East Learning Process
A Google user,5,This is superb I love it!!!
A Google user,5,it is the best app I have ever used to learn coding from a zero
A Google user,5,fantastic
A Google user,5,"I've learned a bit of python from books, and that's hard sometimes. Mimo is more engaging and someone fun, whilst being educational!"
A Google user,5,great app
A Google user,5,"loving it, so far it's amazing"
A Google user,5,This is an awesome app to learn coding. I didn't know HTML was this simple. I'm glad I can start from here and build my webpage. Kudos!
A Google user,5,the best app to use in coding as someone who wants to learn alone. very easy to understand.
A Google user,3,"I don't typically write these, but I felt like this app needed it. The cost is $60 bucks a year for the Pro version to learn coding through the app, which is great, I've learned a lot so far. What they fail to mention is they have projects that can ONLY be completed through a web browser, which is accessed through their MAX tier level, which is $300 for the full year and $40 per month, basically 4X the amount one would pay for the Pro. I'll try to circumvent the Project portions."
A Google user,5,"Wow! There is alot of stuff to learn here folks. Alot of coding apps teach only the very basics, not this one though. It is both for beginners, and those have already have some experience. Best learning program I've tried yet, and I'm only getting started. *Update* Day 12 - I am at > 80% done the python course - no subscription. Thoughtfully answer questions and heart system works just fine."
A Google user,5,it really helpful
A Google user,3,"Mimo is a great app generally, but I found that since I chose the laptop and phone option, while all phone operations worked fine, with the exception of the laptop exercises, when I attempted to do those laptop exercises on the laptop, it wouldn't allow me to click on any tasks, and it didn't function for performing exercises. Also, I dislike that a streak is only withheld if there is an advancement, where I think it should be counted when a practice or review is done, as it's still effort made."
A Google user,5,really liking this app
A Google user,5,best app it teach me coding very fast
A Google user,5,I'm starting out on mimo and I've realized how easy coding is!
A Google user,5,It is really a fun app and it changes my life to learn coding this way!
A Google user,3,It's a very teachable app
A Google user,4,"still learning hope it good,fr tho it kinda hard to code but i want make game"
A Google user,5,mimo is great for beginners to learn and practice python 🤗
A Google user,5,very good
A Google user,5,"it's great for beginners, and very educational"
A Google user,5,Good 😊😊😊 for beginner I am glad to use it keep it up teams 💪💪💪
A Google user,5,this is very nice for Learn coding
A Google user,5,"So simple and easy to follow in bit sizes. Excited, so far, to get on with the training on mimo."
A Google user,5,"great and fun to use. if you are serious enough to learn coding, try out this app. at some point, you will be addicted to coding - very pratical and user friendly. The only glitch is this - when your heart finish in the middle of your difficult/long exercise, so you click the option to fill-up your heart, but then the app just freeze and cannot return to your exercise - meaning you have to start over again. if you can fix this, it will be encouraging. thank you."
A Google user,5,so good..... you really can try if are want to start coding... this app helps a lot so can prepare yourself...
A Google user,5,GOOD APPLICATION FOR LEARNER!!😍
A Google user,5,amazing 😍
A Google user,5,good 👍
A Google user,5,great learning indeed. East to learn
A Google user,5,Best quote learning app
A Google user,5,mimo is good
A Google user,5,Very helpful in process of Web design..
A Google user,5,nice and easy
A Google user,5,super
A Google user,5,A great app
A Google user,5,great
A Google user,5,"Couldn't recommend an app higher, easy to digest, stick too, and it's free. Thanks devs."
A Google user,1,"Ironically, it's buggy. Does not keep track of your progress and does not let you progress on the lessons. It just keeps staring it's ""offline"" regardless of the network used, very frustrating. Don't download and specially, do not pay for it. There are free apps that are better."
A Google user,5,"Only used it for a day but so far so good, It makes sense"
A Google user,5,I love App! But I need a good widget :(
A Google user,5,good for learning coding ❤️
A Google user,5,Amazing app good
A Google user,5,It teaches me a lot. It makes learning fun and interesting.
A Google user,5,Great app for learning web development.
A Google user,5,best app for learning coding
A Google user,4,"Very good app for developers, easy and fast to learn. I've been using this app to help me learn html, it helped a lot through out the journey .But, there isn't many different scripts. I am trying to learn lua but I feel hard to learn lua, I tried using this app to learn but this app doesn't have lua. Hope the developers hear me and add lua. 😊"
A Google user,5,It is easy to coding
A Google user,5,These is the very best app
A Google user,4,pretty good I'm just hoping I don't forget it
A Google user,5,mimo is good app for coding
A Google user,4,it's very well explain every step of the way
A Google user,5,it's dulingo for coding excellent
A Google user,5,Best to learn coding
A Google user,5,wonderful app good
A Google user,5,"I'm 13 and have no experience coding but this app has taught me the basics way better than any ""beginner"" tutorials on YouTube."
A Google user,5,Great
A Google user,5,Genial
A Google user,5,"Amazing learning game, interactive and easy to comprehend"
A Google user,4,لاتوجد لغة عربية
A Google user,1,"DO NOT BUY! Complete waste of money, better put towards better apps. And as some mention, buying the upgrade won't allow you to use the web verison (writing code on the phone is a slog). They'll quiz you on thing you haven't learned yet and checking the reference material there's alot missing, leaving you with more questions than answers..."
A Google user,5,good app for learning coding
A Google user,4,"Seems like a good way to learn coding so far. Wish there was a mobile way to do the big lessons, and it would be nice to be able to go back and review anything from previous lessons (there's a reference, but it's missing most of what is taught)"
A Google user,5,nice it is teaching us the basics of programming in a very easy way love it ☺️❤️
A Google user,5,oh yeah
A Google user,5,"Lol....Oh I don't know to wrap my head around coding. You lied, download this and they will teach you from kindergarten style till you understand how simple coding works. But when you get advanced in it, then when curiosity abounds it becomes brain tasking and then you get close to being a God of tech. Lol...I mean this app is really helpful."
A Google user,1,Tried te start the app. But I can only fill in a question list and that's it. Then it brings me to a pay page... No free try or anthing
A Google user,5,Why the apps have to pay ?!
A Google user,4,it should be completely 🆓 free 😠😤💀💔🥺🐃🐃🐃🐃🐃🐃🍍🍍🍍🙈🙈🙈🙈🙈👋🏿👋🏿👋🏿👋🏿👋🏿👋🏿🤌🏻🤌🏻🤌🏻🤌🏻
A Google user,5,"New user, lessons are very easy to understand"
A Google user,4,"good learning app, It's very helpfully for beginners"
A Google user,2,"I've just deleted the app. With many reasons. 1. Rushed lessons, I have experienced it the 4th time and this brings us with the 2nd reason; 2. Confusing questions, honestly I only can see gibberish with rushed lessons, like you can have a boolean with two parameters and 2 other values without using the && keyword with JS. 3. The IDE sucks, whatever you call it, it doesn't give me the feeling of an IDE where it makes another line when i want to. This leads to confusing scripts and more confusion."
A Google user,5,"Feels like it was designed for kids, pretty simple to navigate and easy enough to understand for all ages."
A Google user,5,Nice app just a few ads and premium is cheap
A Google user,5,"I learnt html in high school, but this has been a great refresher. I wish I could of learnt through this app. It explains concepts amazingly and holds your hand just enough that you get the concepts, but not so much that you feel bored &/ not challenged"
A Google user,5,studying is good but plan is big
A Google user,5,Excellent app for beginners In coding
A Google user,5,So far so good I'm learning the basics of coding rather than being overwhelmed by YouTube videos
A Google user,5,app to learn😉
A Google user,4,"It is really helpful for a person who don't know about coding like me. There are so many Programming languages to learn in there. The display is addictive and interactive. And the explanation is very understandable. But, suddenly there are no Bahasa Indonesia in there. Please developer, add Bahasa Indonesia for other language options....."
A Google user,5,"Скоро пойду работать на программиста,а так приложение напоминает дуолинго,имба"
A Google user,5,duolingo for coding minus the annoying ads
A Google user,2,"It's cool, but I can't use it on my laptop. What's up with that?"
A Google user,5,its easy to learn
A Google user,4,"1. User friendly 2. Step by step concepts clearing 3. Gently saying that You learn coding from zero to the level between intermediate and Advanced. 3. Python, HTML, CSS, JAVA script, SQL, React, Frontend, Backend & Full stack developing is available in this app. It is my request to mimo group to add c, c++ and c# course in this app."
A Google user,5,Masha Allah! it's a great experience.
A Google user,4,I like the app... But....it keeps Crashing and says Mimo has a bug. So when I practice tasks after I've completed a couple the app crashes and I lose all my progress and I have to start over again.
A Google user,5,Fun app and very educational
A Google user,5,A wonderful app The convenience of learning coding and setting goals and even the teaching and learning mechanism is topnotch
A Google user,5,easy learning
A Google user,1,App keeps kicking me out whenever I try to use the AI tutor
A Google user,5,I like how the lessens are broken up into small sections.
A Google user,4,"love the app, it's just the waiting for the hearts that takes the fifth star away."
A Google user,5,Amazing 😍
A Google user,5,Very good learning app
A Google user,5,good
A Google user,5,THE BEST APP OUT THERE FOR LEARNING CODING ❤️❤️❤️💙💙💙
A Google user,5,it is very good
A Google user,4,Good
A Google user,2,can't get a certificate without membership
A Google user,5,love it
A Google user,5,"I learned python from this app when it is the most effective learning experience i would say. Not only it is very engaging, it teaches to understand how things work. This made so much easier to code projects as well."
A Google user,5,fantastic teaching style
A Google user,5,nice
A Google user,5,Really enjoying Mimo so far. It breaks things down in a fun and easy manner to begin learning a new skill.
A Google user,3,This is a very nice app for leaning coding.. I've really learnt alot from it ....
A Google user,5,I love it till now
A Google user,5,This Application is really great and easy to use their beginner's guide is so much more appealing and stress free Kudos to MIMO
A Google user,5,"makes coding python into a fun learning game, not bad."
A Google user,5,Great app and if you lose your heart you can still do practice loved that update .and an interesting thing is they double your coins if you complete the challenge of 7 days strike loved that app
A Google user,5,nice app
A Google user,5,cool
A Google user,5,DuoLingo for Coding and i absolutely love it. Cant wait for the course update and another language. Good job mimo❤️👍🏻
A Google user,4,so far so good just can't wait to grab more knowledge
A Google user,5,ta chido
A Google user,5,this is the best app to learn coding
A Google user,5,memo is fascinating coding app you can learn coding by easily like playing games little games it's very fun to get you will understand to each other many sixes like practice sections and many many short classes that you want and their there and AI to help you and you will understand it very easily you can learn Python JavaScript HTML how to become a programmer etc
A Google user,5,"Love the App. Great way of learning new skill, detailed lessons and good examples of what you're actually coding. There's a place for practice and building your own playground all for free. The paying version promises even better lessons and support for if you really want to dive in deeper but the basic version is absolutely perfect to get you started!"
A Google user,5,"great app, easy to understand the lessons"
A Google user,5,very recommending
A Google user,5,so engaging in too simple to learn
A Google user,5,it's easy to understand what you're learning.
A Google user,5,very exciting and educative
A Google user,5,very use full for the beginner
A Google user,5,great 👍
A Google user,5,Simple but perfect learning
A Google user,5,"fire UI, super responsive, repetitive in a good way to solidify knowledge. Excellent app for beginners"
A Google user,5,Simple and Understanding.
A Google user,5,Nice!
A Google user,3,"As many others already mentioned, the code editor is very inconvenient. Also, if you're using your phone's auto completion, it loses random letters from the words. When the task in practice has several solutions, it will accept only the hardcoded one, the rest will be rejected even if they are correct."
A Google user,5,Very Good hehe
A Google user,4,"The concept and execution of this app is flawless. I do have a petition for something that I think the app should do: when I switch from front end developer route to full stack, I have to retake the same exact courses, the progress should be global imo, since they're the same exact content :-)"
A Google user,5,Great app
A Google user,4,this app is very nice to learning. it's obviously good for learning. thank you mimo app for learning coding to me 💯
A Google user,5,I have wanted to learn code for a while and didn't know where to start. Someone mentioned how this app is like Duolingo but for coding and that's so true! The app is so easy to use and it makes coding seem easy. I definitely recommend this app!
A Google user,5,Perfect for beginners in coding.
A Google user,5,"Just like an interactive, fun app to learn coding wether if you are a beginner or an intermediate. ⭐⭐⭐⭐⭐"
A Google user,4,wonderful app
A Google user,3,good practice App
A Google user,5,so far so good
A Google user,5,Very Good
A Google user,5,very good 👍👍👍😊
A Google user,4,Educative and interesting app
A Google user,3,good for leaern code and it have lot of fun..
A Google user,5,"muito bom, eu estou usando e recomendo"
A Google user,4,awesome thanks for bringing it up
A Google user,5,Great app to learn coding 💯
A Google user,1,"This is not a free course oe app, you get very few lessons for free."
A Google user,2,"Thought this would be a good way to learn but things like the heart mechanic really gets in the way and stunts the learning prosses ( especially if ur new). I recommend everyone should go on a browser and search for ""W3Schools"". It's WAY better then this and you can learn what you want at any time totally free."
A Google user,5,good starter for those who want to learn code. It walks you through the coding step by step 👍
A Google user,4,"It's Great app for beginners for learning code as a student for me. It kind a of resembles to ""DUOLINGO APP"" which is quite fun to play with ....! But only issue is Advertisement...over all its good 😊👍"
A Google user,5,Good but add java
A Google user,3,not good but not bad
A Google user,5,"I made a post about this and recommended this on LinkedIn. This app is great for anyone who is looking because they are curious about coding, and when they see it, they just see a bunch of gibberish. More seasoned devs may get a little bored, but as someone who works using React.js, these front-end basics are actually quite fun due to the set up of the app feeling like a game. This app is better than your ""just to kill time"" app and can set you up for discovering or improving your tech career."
A Google user,1,"The Mimo platform claims to be an educational tool for learning programming, but it is nothing more than a greedy, disrespectful scam. You’re forced to buy two separate subscriptions—one for the mobile app and another for the website, which is necessary for accessing exercises. This anti-user approach demonstrates unnecessary greed, causing confusion and frustration while ignoring users’ real needs. Don’t waste your time or money on this app."
A Google user,4,so far with my journey of coding with Mimo has been wonderful
A Google user,5,one of the coolest programming app!
A Google user,5,very important apk to learning html
A Google user,5,I like this it is like doingo except it's for robotics and coding
A Google user,5,very intuitive and friendly at the moment of coding. I'm still learning of this Wonderful tool.
A Google user,5,Nice one
A Google user,5,fun
A Google user,5,easy to learn and work with
A Google user,3,"This app is awesome, but I wish it was more like a combination of Finch and Duo: you get a little character to motivate you to continue every day and spend your points on to clothe and house (Finch) and you get a home screen widget to see your daily streak (Duolingo). I often forget about Mimo but I never forget about Duolingo because of that widget pestering me politely to practice everyday. I REALLY WANT A DAILY STREAK WIDGET!!! 😭 Plus it also need to be more like the others with more audio."
A Google user,5,I have never seen an app as good as this
A Google user,5,it's very educational and easy to follow along! loving the learning experience so far!
A Google user,5,I like this app. it's very simple to use
A Google user,5,"So Far, I'm enjoying it. It's very helpful."
A Google user,5,easy
A Google user,5,this app is supper useful.
A Google user,3,does it have c#?
A Google user,4,It's really great and overall the app motivates u to continue learning.. I have to say it's a really nice app.
A Google user,5,good application 😃
A Google user,1,Some tags are missing in html curriculum
A Google user,5,good app
A Google user,5,Mino is the best way to learn python and all other kind of computer science try mimo for the great achievement 🤫😉💪👍
A Google user,5,👌🏾
A Google user,5,its easy and useful i love it
A Google user,5,"it's a very simple yet very effective app that helps you understand python. Give it a try, no ads just coding. I love it, with beginner friendly lessons and also good for experts if they want to refine their skills"
A Google user,5,Great one
A Google user,5,Great 👍
A Google user,1,"The app Is ok, but I couldn't find any place to cancel my subscription, I decided to delete the account, but I was still charged for the year , pls fix this problem"
A Google user,5,An amazing platform to learn code.
A Google user,5,Awesome app
A Google user,5,nice but not free
A Google user,5,best learning for beginners 😜
A Google user,5,Good app
A Google user,4,"it doesn't count ""xp""s at midnight"
A Google user,5,amazing!
A Google user,5,The App is well put together and self taught
A Google user,4,"so far, it's a good learning computer coding."
A Google user,5,For a beginner Mimo is the one
A Google user,5,very interesting and fun for learning
A Google user,5,It make me learn the coding in a fun way
A Google user,5,love the simplicity and straightforward approach. learning is fun
A Google user,5,it's really helpful
A Google user,5,Great app.. loved the interface . Daily challenges were really needed.. I enjoyed coding on Mimo.😊
A Google user,5,"cool app, I've learnt from it in only 2min"
A Google user,5,this application is to be best for a beginner. it's too easy to learn a programming languages
A Google user,5,very nice
A Google user,5,Very good app to help you learn
A Google user,5,"The app overall is very cute and good, also it's user friendly and very helpful."
A Google user,5,Avery easy and funny learning app I ever seen
A Google user,4,good
A Google user,4,"It's a great app, but can get a bit buggy when typing in code. Example, it might reset suddenly at the top while writing something in the ide."
A Google user,5,"This app is amazing, I never thought I was going to be able to use coding but with this app it is a breeze"
A Google user,5,very educational and helpful for learning code.
A Google user,5,Great app for learning coding from scratch!
A Google user,5,easy on start ❤️ I hope I'll write report when I get to the end
A Google user,5,"I enjoy this app very much. I am not only learning, I am having fun as well."
A Google user,5,cool
A Google user,5,starting so far but it's easy to use
A Google user,5,"Step by step, easily understandable short lessons with guided practice, makes it easy to learn coding. Free version is more than adequate for making regular progress"
A Google user,4,"a very great app, it's made my learning su simple"
A Google user,5,this app is simply amazing and quiet educating
A Google user,5,"So user-friendly and entertaining, yet my skills are improving at fast rate"
A Google user,5,"it's easy and straightforward so far. coming from zero python experience, this seems easy to process"
A Google user,5,j'apprecie cette app est meilleure que je n'ai jamais vu
A Google user,5,good helpful
A Google user,5,From experience
A Google user,5,very good app
A Google user,5,it's not just a game it's education
A Google user,5,Its good
A Google user,4,I like that it breaks down what words to write into the syntax.
A Google user,5,very good for beginners
A Google user,5,"Right from the first lesson, even at its basics, it teaches something ""value""-able :D"
A Google user,5,makes learning so much fun on how to code. ✅
A Google user,5,fun way to learn
A Google user,5,"Great, I guess"
A Google user,5,absolutely insane! you don't need to waste your fees on universities just dive in here with #Mimo Step by step am get fully into the class of coding with Mimo and it's just matter of giving your time learn easily with this app.
A Google user,5,simple and Good
A Google user,4,"Mimo is an incredible app to learn programming, you can learn a lot even on the free plan."
A Google user,5,ഹ്ഹ്ഹ്ഹ്ഹ്
A Google user,1,Is there any chance to return? I just wanna use it for trial. And I thought it will be noticed (and it was shown in the first time tutorial). But it didn't and then charged.
A Google user,5,Very good and recommended beginners
A Google user,5,learning with Mimo looks very easy and exciting!
A Google user,5,good 👍🏻
A Google user,5,It's a wonderful app to learn coding. gives you a feeling of playing a game.
A Google user,5,I think this is??????????
A Google user,1,"Did not order but still being charged $63.59. I purchased a new phone, and turned my old phone to factory reset. However, the day I saw I was subscribed for this, i canceled it. Ivan canceled I even canceled the day prior to the payment date, which was about a week after i was hacked. I've tried to submit for a return on this invalid purchase with NO LUCK! They ARE SCAMMERS - and they WILL rip you off. Guess I'll be taking them to small claims court, where I'll win by default (no lawyers)."
A Google user,5,very easy to understanding
A Google user,5,The best app ever 👊🤓
A Google user,3,"So far, so good"
A Google user,5,"from my end, learning is going on well"
A Google user,5,perfect
A Google user,4,"it's an awesome learning platform,I may say.i love it and been using it since grade 10"
A Google user,4,Nice place to learn coding. Very easy and simple
A Google user,5,i am learning html cool 😎 amazing 😍
A Google user,4,simple and easy to understand complex syntax
A Google user,5,very good for coding
A Google user,5,"Très intéressant et Pratiques je recommande pour toute personne voulant aprendre a codé. Les exercices son plutôt simple a comprends et a retenir, il est facile de réviser n'importe où et a n'importe quel moment et ça j'aime bien. J'ai fait seulment quelques exercices et j'ai déjà apris des choses, c'est vraiment cool 😁"
A Google user,5,its a great app.highly recommended for beginners 🔥
A Google user,5,Good Learning platform
A Google user,5,"Very nice app, I am learning now."
A Google user,4,This is the best app. Complete the question and start the adds. I like this memo aap 🥰👍
A Google user,5,"You can't stop learning, it's great"
A Google user,5,Very fun way of learning
A Google user,5,nice application
A Google user,5,nica aap
A Google user,5,good
A Google user,5,Idk what to say 😅
A Google user,5,I learned like 50 scripts in one day I recommend this program very much
A Google user,4,supper
A Google user,5,"mimo is great,it simplifies coding I'm optimistic..."
A Google user,5,it's fun
A Google user,5,Simply amazing. Thanks.
A Google user,5,I'm loving this app the further I advance
A Google user,5,great app to learn
A Google user,5,This is my favorite teacher app of all time I LOVE THIS APP TOoo Much
A Google user,4,its good just like duolingo
A Google user,5,good
A Google user,5,real appreciated.
A Google user,5,NICE 👍
A Google user,5,good
A Google user,5,good programming
A Google user,4,it's an amazing app this is best for learning coding
A Google user,5,this aap is best for biggenerns
A Google user,5,great app!!!
A Google user,4,useful
A Google user,1,cannot unsubscribe
A Google user,5,It's a nice app helping me alot
A Google user,5,it's great app for beginners
A Google user,5,idk how but its so addicting bro and its so easy 😭 like fun but ur learning ya
A Google user,5,They sit around watching people they have no right too
A Google user,5,I love these free bite-sized programming courses
A Google user,5,Great app to learn programming skills. Makes it really easy.
A Google user,4,This is a good app!
A Google user,5,love it really great
A Google user,5,"it could have a free version with ads like duolingo .. its a great app, very easy to use and learn"
A Google user,3,"It's very good ,no issues but I would have liked one more feature, which is audio.I mean having a voice read aloud the text note is better than straining your eyes,this will boost learning and increase ux positively"
A Google user,5,"What an incredible app! Outstanding work, team. The learning curve is impressively fast, and the design is seamless. Hats off to the UI/UX designers and developers for delivering such a polished and user-friendly experience. Amazing job!"
A Google user,5,This app is really satisfying. Easy steps to follow. It's almost as if you are playing a game.
A Google user,4,awesome
A Google user,5,a very good and better app to learn coding
A Google user,5,Make learning coding easy
A Google user,5,Very useful for me to learn coding Bec I want to become a hacker.
A Google user,5,it's a really good way of learning coding
A Google user,5,the best for beginners it's just like Duolingo but for coding
A Google user,5,I've been learning for a day yet I've learnt so much
A Google user,5,I love this app!
A Google user,5,Superb easy taking well done
A Google user,5,Good
A Google user,5,perfect app for coding
A Google user,5,not bad at all
A Google user,5,I am happy
A Google user,5,This huart is limited so much 😭 unlimited
A Google user,5,Great app
A Google user,5,cool
A Google user,5,it is so skibidi it learned me so much in one day 🙃🙃🙃🙃🙃🙃🙃🙃
A Google user,4,Mimo is actually quite cool. It's fun and easy to use to learn Python. I also love the user interface. It makes coding 😊
A Google user,5,The mimo is an exciting platform for learning code
A Google user,5,I want to purchase a monthly package but I am facing some problem. Can you solve it? Please reply 🥺
A Google user,5,"Отлично учит только нужен мотивация! Там очень легко обеснает и быстро осваиваете! Советую это приложение скачать если хотите учить программирования Python,JS,CSS и другие!"
A Google user,5,good apo to learn coding❤️
A Google user,5,excellent for beginners
A Google user,5,Nice
A Google user,5,I love this app has all the right ingredients to motivate learners
A Google user,5,good
A Google user,5,"I love this app, it's so easy to learn code here and the interface is user-friendly"
A Google user,5,Amazing application for coding
A Google user,5,"a bit too stiff, not flexible/diverse enough to comfortably use to the fullest as it seems, but overall cool app, gg 🤜"
A Google user,5,the best
A Google user,5,very helpful
A Google user,5,fine
A Google user,5,Greeaaatttt app 💖
A Google user,4,good
A Google user,3,this is good
A Google user,5,good
A Google user,4,I like the level of coding
A Google user,5,great app
A Google user,5,"Great app easy to use, I highly recommend!"
A Google user,5,1 hr in and i already know about html
A Google user,5,it's easy to learn coding here
A Google user,5,This app is very for beginners
A Google user,5,this app is best for coding
A Google user,5,"Its the best app for coding, its very educative and its not complex to use"
A Google user,5,Really fun way of getting familiar with terminology on your phone instead of doom scrolling
A Google user,5,it is a good app to learn
A Google user,5,It's interesting for me a lot.
A Google user,5,I love this
A Google user,5,great app
A Google user,5,it's just like Duolingo but this teaches programming language
A Google user,4,this is really cool
A Google user,5,learning bit by bit I recommend it for you
A Google user,5,"great 👍 , best app ☺️"
A Google user,5,pretty good actually 👌
A Google user,5,incredible for beginners
A Google user,5,Learning coding with this app is so easy and fun. Really great for beginners.
A Google user,5,it's very helpfull because it can to remember all tags with fill game it is very helpfull guys good job
A Google user,5,best app for learn coding
A Google user,3,"It is so interesting that am learning coding from Mimo , am sure by the time finish my lessons I will able to develop something on my own.👍"
A Google user,5,Great application for beginners
A Google user,5,very interesting to learn
A Google user,4,"so far I'm impressed with the app, but I'll reserve add or not add the last 🌟 for later in my usage if I believe it deserves it."
A Google user,5,helped me so much
A Google user,5,it's a very good idea
A Google user,5,beautiful
A Google user,5,"one of the best apps I've touched. Genuinely helpful, and you don't need the subscription. While you do have limited wrong answers but it's very beginner friendly."
A Google user,5,It is very educative for everyone
A Google user,5,So good aap
A Google user,5,A really helpful way to learn coding!
A Google user,5,good
A Google user,5,It's funny to learn and memorizing the study
A Google user,5,nice app for learning code
A Google user,5,easy to follow!
A Google user,5,Learn FFFFFFREEEEE! ❤️ Learn at your own pace
A Google user,5,really nice app wish it would be free of cost 🙂
A Google user,5,python is so easy to learn now
A Google user,4,this is very helpful
A Google user,5,"It's a really awesome mobile application that helps you to learn more although the payment is quite high for someone like that who can't afford it. However, I have plans to buy a premium membership soon if I have some extra money 🤑. For now I stayed in a free trial of the app for 14 days."
A Google user,4,good
A Google user,5,great app for learning
A Google user,5,Great app so goooooood
A Google user,4,This app is really good for coding enthusiasts
A Google user,5,Very intuitive and easy to follow. Definite must for the beginner.
A Google user,5,This is an excellent application for those who are just starting out.
