userName,score,content,cleaned_text,sentiment,sentiment_encoded,tokenized
A Google user,5,thanks to giving a lot of knowledge,thanks giving lot knowledge,Positive,1,"[77, 302, 52, 99]"
A Google user,5,this app in great👍👏,app great,Positive,1,"[1, 6]"
A Google user,5,It's a very good and helpful app,good helpful app,Positive,1,"[2, 24, 1]"
A Google user,5,good experience,good experience,Positive,1,"[2, 43]"
A Google user,5,it is to much help full it really good it is best for the beginner I really prefer it,much help full really good best beginner really prefer,Positive,1,"[26, 65, 110, 11, 2, 8, 48, 11, 989]"
A Google user,5,"easy to learn,very good.",easy learn good,Positive,1,"[7, 4, 2]"
A Google user,5,awesome and easy to understand programming.,awesome easy understand programming,Positive,1,"[41, 7, 20, 23]"
A Google user,5,Duolingo but for programmers,duolingo programmers,Neutral,0,"[29, 1067]"
A Google user,5,Great app for beginners,great app beginners,Positive,1,"[6, 1, 17]"
A Google user,5,I LOVE ITT!!!!!,love itt,Positive,1,"[15, 2063]"
A Google user,1,I can't login yo my google account,login yo google account,Neutral,0,"[805, 2064, 392, 141]"
A Google user,5,I really like this app. It makes learning a new coding language a breeze and fun. It's cool to compete with other learners.,really like app makes learning new coding language breeze fun cool compete learners,Positive,1,"[11, 9, 1, 38, 5, 69, 3, 44, 1068, 13, 57, 988, 276]"
A Google user,4,"This is the only app where you can learn the basics of web development for free, not too many ads are disturbing one after lesson or after 2-3 lessons.",app learn basics web development free many ads disturbing one lesson 2 3 lessons,Neutral,0,"[1, 4, 71, 79, 165, 19, 130, 123, 2065, 25, 101, 168, 203, 42]"
A Google user,4,Very good 🔥🔥,good,Positive,1,[2]
A Google user,4,amazingggggg,amazingggggg,Neutral,0,[2066]
A Google user,4,easy to learn,easy learn,Positive,1,"[7, 4]"
A Google user,5,It's a fast coding platform for learners,fast coding platform learners,Neutral,0,"[148, 3, 114, 276]"
A Google user,5,its like a programming language version of duolingo.,like programming language version duolingo,Positive,1,"[9, 23, 44, 64, 29]"
A Google user,5,"Just starting to learn, and this app gives several examples to help me understand the basic line of python",starting learn app gives several examples help understand basic line python,Positive,1,"[195, 4, 1, 140, 871, 643, 65, 20, 87, 460, 31]"
A Google user,5,Please provide an optional of monthly and yearly pay. I can't afford to pay yearly and would be beneficial for people like me who can only afford monthly subscription payments.,please provide optional monthly yearly pay afford pay yearly would beneficial people like afford monthly subscription payments,Positive,1,"[45, 554, 1355, 506, 872, 90, 439, 90, 872, 34, 706, 105, 9, 439, 506, 63, 1356]"
A Google user,1,Scam bait and switch. Pro is a waste maxx is the gigga expensive real cost,scam bait switch pro waste maxx gigga expensive real cost,Negative,-1,"[500, 1357, 1069, 56, 565, 2067, 2068, 268, 215, 566]"
A Google user,5,learning html is fun,learning html fun,Positive,1,"[5, 40, 13]"
A Google user,5,nice,nice,Positive,1,[12]
A Google user,5,"awesome, easy to understand",awesome easy understand,Positive,1,"[41, 7, 20]"
A Google user,5,it's helping me as a beginner to understand properly,helping beginner understand properly,Positive,1,"[188, 48, 20, 808]"
A Google user,5,me parece muy bien hecho y con un método fácil de aprendizaje,parece muy bien hecho con un método fácil de aprendizaje,Neutral,0,"[2069, 598, 1070, 2070, 873, 693, 2071, 2072, 292, 2073]"
A Google user,5,this app is the best,app best,Positive,1,"[1, 8]"
A Google user,5,Great job,great job,Positive,1,"[6, 223]"
A Google user,5,it is very easy to learn,easy learn,Positive,1,"[7, 4]"
A Google user,5,It's like doulingo very nice,like doulingo nice,Positive,1,"[9, 685, 12]"
A Google user,4,good app so far,good app far,Positive,1,"[2, 1, 21]"
A Google user,4,"I would rank it 5 but unfortunately i hate to wait 3 HOURS for 1 heart. They gotta decrease that time, one hour can be plausible, 30 minutes is better.",would rank 5 unfortunately hate wait 3 hours 1 heart gotta decrease time one hour plausible 30 minutes better,Negative,-1,"[34, 874, 92, 644, 875, 304, 203, 535, 151, 152, 722, 1358, 36, 25, 876, 2074, 544, 205, 49]"
A Google user,5,Very very very very nice 👍👍,nice,Positive,1,[12]
A Google user,5,its is very useful for coding i want to thanks very much who make this,useful coding want thanks much make,Positive,1,"[47, 3, 28, 77, 26, 46]"
A Google user,5,it's a good app no ads,good app ads,Positive,1,"[2, 1, 123]"
A Google user,1,Not come out with a new programming language in forever,come new programming language forever,Neutral,0,"[264, 69, 23, 44, 1359]"
A Google user,5,great,great,Positive,1,[6]
A Google user,5,great learning,great learning,Positive,1,"[6, 5]"
A Google user,4,"it's a very good app, beginners like me will enjoy it",good app beginners like enjoy,Positive,1,"[2, 1, 17, 9, 234]"
A Google user,4,"nice , interactive learning",nice interactive learning,Positive,1,"[12, 94, 5]"
A Google user,5,love it. training pace is very quick. love the pre populated options to answer.,love training pace quick love pre populated options answer,Positive,1,"[15, 543, 342, 743, 15, 2075, 2076, 486, 316]"
A Google user,4,it's effective,effective,Positive,1,[252]
A Google user,5,Clear lay out of questions and test.,clear lay questions test,Positive,1,"[324, 2077, 131, 291]"
A Google user,5,"maravilhoso, você vê a parte teórica depois a parte prática, o que facilita o entendimento",maravilhoso você vê parte teórica depois parte prática que facilita entendimento,Neutral,0,"[2078, 1360, 1361, 1362, 2079, 983, 1362, 2080, 483, 2081, 2082]"
A Google user,4,very good,good,Positive,1,[2]
A Google user,5,Wow!!! This is an insightful coding learning made easy,wow insightful coding learning made easy,Positive,1,"[204, 1251, 3, 5, 82, 7]"
A Google user,5,very useful for beginners it doesn't make you professional but makes know the basics,useful beginners make professional makes know basics,Positive,1,"[47, 17, 46, 314, 38, 39, 71]"
A Google user,3,nice and easy interactive,nice easy interactive,Positive,1,"[12, 7, 94]"
A Google user,4,very helpful app for developer. It helps a lot in fun way and easy way,helpful app developer helps lot fun way easy way,Positive,1,"[24, 1, 115, 98, 52, 13, 16, 7, 16]"
A Google user,5,the best,best,Positive,1,[8]
A Google user,5,"Good for student I guess, but im to lazy to learn everyday",good student guess im lazy learn everyday,Positive,1,"[2, 311, 633, 271, 2083, 4, 1018]"
A Google user,5,Good,good,Positive,1,[2]
A Google user,5,Great App.,great app,Positive,1,"[6, 1]"
A Google user,5,it's quite good...,quite good,Positive,1,"[158, 2]"
A Google user,5,great for practice,great practice,Positive,1,"[6, 51]"
A Google user,2,Really cool but they don't have lua scripting inside of the app which is the program that roblox uses,really cool lua scripting inside app program roblox uses,Positive,1,"[11, 57, 422, 1071, 1346, 1, 169, 567, 877]"
A Google user,5,I'm learning alot my day streak is 50! 😁,learning alot day streak 50,Neutral,0,"[5, 177, 86, 153, 642]"
A Google user,3,Mimo is a nice app to learn coding but I can't see the image in HTML; I tried everything to find out how could people see the image but can't because I am an Indian so I can't understand a bit of intermediate english and the solutions by the app are only working not any other.,mimo nice app learn coding see image html tried everything find could people see image indian understand bit intermediate english solutions app working,Positive,1,"[10, 12, 1, 4, 3, 163, 741, 40, 246, 142, 145, 81, 105, 163, 741, 2084, 20, 160, 416, 623, 1072, 1, 229]"
A Google user,4,so far so good,far good,Positive,1,"[21, 2]"
A Google user,5,It's be very nice app to learn programing it's very helpful,nice app learn programing helpful,Positive,1,"[12, 1, 4, 260, 24]"
A Google user,5,easy to understand really since the learning is like task solving which gives you points on every task completion earlier also I have learned coding but this is something different from that learning probably it does not make you bored or tired of doing task more over the way the make you understand it's seems like that you are not learning you are almost playing probably it would be better for the people like me 🤪 who are beginner or an average and knows not much not little about coding,easy understand really since learning like task solving gives points every task completion earlier also learned coding something different learning probably make bored tired task way make understand seems like learning almost playing probably would better people like beginner average knows much little coding,Positive,1,"[7, 20, 11, 239, 5, 9, 645, 1363, 140, 1073, 178, 645, 1074, 744, 32, 100, 3, 109, 210, 5, 568, 46, 646, 1364, 645, 16, 46, 20, 147, 9, 5, 352, 287, 568, 34, 49, 105, 9, 48, 2085, 878, 26, 159, 3]"
A Google user,5,great app,great app,Positive,1,"[6, 1]"
A Google user,5,For the beginners this app is useful because it explains starts from the basic in the programming language,beginners app useful explains starts basic programming language,Positive,1,"[17, 1, 47, 473, 507, 87, 23, 44]"
A Google user,5,very good new learners,good new learners,Positive,1,"[2, 69, 276]"
A Google user,5,"this is a really amazing app , very easy to learn language, very interactive engaging and fun",really amazing app easy learn language interactive engaging fun,Positive,1,"[11, 22, 1, 7, 4, 44, 94, 320, 13]"
A Google user,5,Legendary App for you,legendary app,Neutral,0,"[1365, 1]"
A Google user,5,"I enjoy learning, it's easy to follow",enjoy learning easy follow,Positive,1,"[234, 5, 7, 126]"
A Google user,5,it's very nice I love the way they teach,nice love way teach,Positive,1,"[12, 15, 16, 111]"
A Google user,5,best app to learn,best app learn,Positive,1,"[8, 1, 4]"
A Google user,5,It's good but it would be better if it had text to speech,good would better text speech,Positive,1,"[2, 34, 49, 282, 1366]"
A Google user,5,mimo is the best,mimo best,Positive,1,"[10, 8]"
A Google user,5,I have just learnt so much just from my Android phone on the basics of python coding. .,learnt much android phone basics python coding,Neutral,0,"[208, 26, 569, 122, 71, 31, 3]"
A Google user,3,it needs subscription 😔 but I like it 😕,needs subscription like,Positive,1,"[289, 63, 9]"
A Google user,5,lovly program,lovly program,Neutral,0,"[2086, 169]"
A Google user,5,its a very simple and a nice app to learn coding.... i like it,simple nice app learn coding like,Positive,1,"[30, 12, 1, 4, 3, 9]"
A Google user,4,I am enjoying it so far,enjoying far,Positive,1,"[136, 21]"
A Google user,5,nice,nice,Positive,1,[12]
A Google user,4,"still exploring though the performance I've seen so far have been Amazing, I look forward to getting my certificate 😊😊🖖",still exploring though performance seen far amazing look forward getting certificate,Positive,1,"[75, 1367, 184, 1368, 214, 21, 22, 508, 647, 220, 359]"
A Google user,5,Literally for beginners in a language. Much better than Sololearn!,literally beginners language much better sololearn,Positive,1,"[277, 17, 44, 26, 49, 454]"
A Google user,5,ich leibe mimo,ich leibe mimo,Neutral,0,"[1075, 2087, 10]"
A Google user,5,its amazing and works really well with helping me learn,amazing works really well helping learn,Positive,1,"[22, 173, 11, 61, 188, 4]"
A Google user,1,"Downloaded, couldn't get past the select a path screen",downloaded get past select path screen,Neutral,0,"[343, 27, 423, 485, 301, 456]"
A Google user,5,Very useful app!,useful app,Positive,1,"[47, 1]"
A Google user,5,good for learning/coding,good learning coding,Positive,1,"[2, 5, 3]"
A Google user,5,Nothing short than AMAZING! This app is very effective in understanding the basics and intermediate practical techniques,nothing short amazing app effective understanding basics intermediate practical techniques,Neutral,0,"[181, 330, 22, 1, 252, 216, 71, 416, 357, 2088]"
A Google user,5,"excellent Aplication, please use this application who want to learn coding.",excellent aplication please use application want learn coding,Positive,1,"[66, 2089, 45, 18, 35, 28, 4, 3]"
A Google user,5,"great , learning is so much fun and easy",great learning much fun easy,Positive,1,"[6, 5, 26, 13, 7]"
A Google user,5,Best App for Learning Programming,best app learning programming,Positive,1,"[8, 1, 5, 23]"
A Google user,5,Nice app,nice app,Positive,1,"[12, 1]"
A Google user,4,It is a very good app but the payment method for Africa is not appropriate for everyone someone like me I don't have a bank account I use MTN and Orange if they could also consider it I will be happy,good app payment method africa appropriate everyone someone like bank account use mtn orange could also consider happy,Positive,1,"[2, 1, 275, 310, 2090, 1369, 179, 212, 9, 1370, 141, 18, 2091, 2092, 81, 32, 614, 209]"
A Google user,5,the app is great and user friendly even a baby can understand the basic concept and you all should give it a try,app great user friendly even baby understand basic concept give try,Positive,1,"[1, 6, 62, 55, 33, 1076, 20, 87, 341, 83, 58]"
A Google user,5,THIS IS A VERY GOOD APP FOR LEARNING CODING.YOU CAN LEARN FREE AND BY GETTING PRO VERSION.,good app learning coding learn free getting pro version,Positive,1,"[2, 1, 5, 3, 4, 19, 220, 56, 64]"
A Google user,4,it's a good app and I'll encourage others to download it and start learning now,good app encourage others download start learning,Positive,1,"[2, 1, 2093, 385, 211, 53, 5]"
A Google user,5,"Lessons are easy to follow, organized and takes only a bit of time. Great for learning casually or in a busy schedule.",lessons easy follow organized takes bit time great learning casually busy schedule,Positive,1,"[42, 7, 126, 979, 461, 160, 36, 6, 5, 2094, 745, 2095]"
A Google user,3,Not really what I was looking for but it's good to jog your memory when it's been a while since you haven't coded,really looking good jog memory since coded,Positive,1,"[11, 192, 2, 2096, 746, 239, 814]"
A Google user,4,it's really an educating app which is recommended for someone who want to be a developer even if you know nothing.,really educating app recommended someone want developer even know nothing,Positive,1,"[11, 867, 1, 199, 212, 28, 115, 33, 39, 181]"
A Google user,5,epic,epic,Neutral,0,[1371]
A Google user,5,muy bien,muy bien,Neutral,0,"[598, 1070]"
A Google user,5,because it is good for someone likeme,good someone likeme,Positive,1,"[2, 212, 2097]"
A Google user,4,"Good app, covers most fundamentals in an easy to follow/practical way. Tad expensive, but all round good app",good app covers fundamentals easy follow practical way tad expensive round good app,Positive,1,"[2, 1, 1077, 1078, 7, 126, 357, 16, 2098, 268, 879, 2, 1]"
A Google user,5,it's amazing and so fun👏🏽 brilliant way to learn coding✅️,amazing fun brilliant way learn coding,Positive,1,"[22, 13, 332, 16, 4, 3]"
A Google user,5,Thanks! With this i learned slowly how to code and link to websites!,thanks learned slowly code link websites,Positive,1,"[77, 100, 648, 14, 649, 1372]"
A Google user,5,BEST COMPUTER LANGUAGES LEARNING APPS FOR TEENAGERS,best computer languages learning apps teenagers,Positive,1,"[8, 144, 96, 5, 91, 1373]"
A Google user,5,Easy and fun to use. Even after a short amount of time you start to identify some basic coding.,easy fun use even short amount time start identify basic coding,Positive,1,"[7, 13, 18, 33, 330, 362, 36, 53, 2099, 87, 3]"
A Google user,5,Need mimo max for free,need mimo max free,Positive,1,"[59, 10, 116, 19]"
A Google user,3,won't give the 50% discount for max on the app...,give 50 discount max app,Neutral,0,"[83, 642, 1066, 116, 1]"
A Google user,5,Off to a good start... loving it,good start loving,Positive,1,"[2, 53, 190]"
A Google user,5,Using this app to recap what I'm learning on my data science course. It's helpful.,using app recap learning data science course helpful,Positive,1,"[50, 1, 1374, 5, 509, 880, 72, 24]"
A Google user,5,This app is fabulous for the beginners.,app fabulous beginners,Positive,1,"[1, 1031, 17]"
A Google user,5,it's a good app for learning code,good app learning code,Positive,1,"[2, 1, 5, 14]"
A Google user,5,So far so good. I have been using the app for not even four hours but still even within that small account of time I've learned far now about coding than I have previously trying to learn to code. I'd recommend it as of right now definitely 👍👍.,far good using app even four hours still even within small account time learned far coding previously trying learn code recommend right definitely,Positive,1,"[21, 2, 50, 1, 33, 1079, 535, 75, 33, 816, 436, 141, 36, 100, 21, 3, 822, 288, 4, 14, 37, 171, 108]"
A Google user,4,this app is very useful,app useful,Positive,1,"[1, 47]"
A Google user,5,if is free I would be happy as I am definitely gonna use this 24/7,free would happy definitely gonna use 24 7,Positive,1,"[19, 34, 209, 108, 747, 18, 2100, 881]"
A Google user,3,ease of learning. love it so far,ease learning love far,Positive,1,"[708, 5, 15, 21]"
A Google user,5,So wonderful everyone have ability to learn,wonderful everyone ability learn,Positive,1,"[135, 179, 882, 4]"
A Google user,4,Should have more leaderboard stages,leaderboard stages,Neutral,0,"[834, 2101]"
A Google user,5,best,best,Positive,1,[8]
A Google user,5,awesome app its easy to learn,awesome app easy learn,Positive,1,"[41, 1, 7, 4]"
A Google user,5,these app is amazing it helps you to learn programming language thank you for helping me to learn how to program but there is a problem it's not have Arabic or ine athe languages,app amazing helps learn programming language thank helping learn program problem arabic ine athe languages,Positive,1,"[1, 22, 98, 4, 23, 44, 60, 188, 4, 169, 162, 883, 2102, 2103, 96]"
A Google user,5,Addictive!!,addictive,Neutral,0,[510]
A Google user,5,it is a very useful app for freshers. it clears the basic of coding . also it teach us very nice.,useful app freshers clears basic coding also teach us nice,Positive,1,"[47, 1, 2104, 2105, 87, 3, 32, 111, 154, 12]"
A Google user,4,"For most people, this app would probably be great. However, it isn't for me. With the way that it teaches, it is nearly impossible to learn anything.",people app would probably great however way teaches nearly impossible learn anything,Positive,1,"[105, 1, 34, 568, 6, 230, 16, 107, 1375, 1376, 4, 198]"
A Google user,5,nice,nice,Positive,1,[12]
A Google user,4,wonderful,wonderful,Positive,1,[135]
A Google user,5,absolutely mimo deserve 10 stars.♥️,absolutely mimo deserve 10 stars,Neutral,0,"[250, 10, 650, 118, 146]"
A Google user,5,"great app , provides interactive way of learning",great app provides interactive way learning,Positive,1,"[6, 1, 442, 94, 16, 5]"
A Google user,5,the best app to learn coding 👍😃,best app learn coding,Positive,1,"[8, 1, 4, 3]"
A Google user,5,It's very great to learn coding with this app. It has a nice approach of teaching. I like this app!,great learn coding app nice approach teaching like app,Positive,1,"[6, 4, 3, 1, 12, 450, 97, 9, 1]"
A Google user,5,"It has been fun, interactive and easy to start my coding journey with Mimo. I am using the free version so can only comment on it. Thus far, it has been great.",fun interactive easy start coding journey mimo using free version comment thus far great,Positive,1,"[13, 94, 7, 53, 3, 150, 10, 50, 19, 64, 884, 2106, 21, 6]"
A Google user,5,great for beginners,great beginners,Positive,1,"[6, 17]"
A Google user,4,"It's motivational, giving you an energy to keep going.",motivational giving energy keep going,Positive,1,"[2107, 302, 804, 143, 207]"
A Google user,4,I will gave 5 stars if u improve the streak thing. And give more rewards..,gave 5 stars u improve streak thing give rewards,Positive,1,"[476, 92, 146, 95, 303, 153, 102, 83, 1080]"
A Google user,5,Is is awesome. It teaches you every thing you need to know about coding and programing.,awesome teaches every thing need know coding programing,Positive,1,"[41, 107, 178, 102, 59, 39, 3, 260]"
A Google user,5,duolingo but for coding. taught me python and i'm currently learning SQL and JS,duolingo coding taught python currently learning sql js,Neutral,0,"[29, 3, 185, 31, 365, 5, 1081, 424]"
A Google user,5,A great App to learn with.,great app learn,Positive,1,"[6, 1, 4]"
A Google user,1,"interessante, da pra brincar, atualmente tá tenso para realizar as atividades, dando erro de tempo excedido sempre que realizo os trechos se código. Vê um jeito de salvar as aulas e depois continuar, cheguei a fazer duas vez seguida um aula, porque meu celular mudou do wifi para os dados móveis, aí desanima de mais",interessante da pra brincar atualmente tá tenso para realizar atividades dando erro de tempo excedido sempre que realizo os trechos se código vê um jeito de salvar aulas e depois continuar cheguei fazer duas vez seguida um aula porque meu celular mudou wifi para os dados móveis aí desanima de mais,Neutral,0,"[1377, 819, 2108, 2109, 2110, 2111, 2112, 474, 2113, 2114, 2115, 1255, 292, 1254, 2116, 2117, 483, 2118, 1082, 2119, 885, 2120, 1361, 748, 2121, 292, 2122, 2123, 407, 983, 2124, 2125, 1378, 2126, 2127, 2128, 748, 1379, 2129, 1380, 2130, 2131, 1381, 474, 1082, 2132, 2133, 2134, 2135, 292, 964]"
A Google user,1,So far first leasons are easy to learn then the next are horrible at explaining what's going on would not recommend for beginners,far first leasons easy learn next horrible explaining going would recommend beginners,Positive,1,"[21, 84, 2136, 7, 4, 202, 2137, 600, 207, 34, 37, 17]"
A Google user,5,good,good,Positive,1,[2]
A Google user,5,best app for learning code,best app learning code,Positive,1,"[8, 1, 5, 14]"
A Google user,3,The best app to learn coding,best app learn coding,Positive,1,"[8, 1, 4, 3]"
A Google user,5,"I just used it. This app is helpfull to me. It feels like I came back to my college days, as a BSCS student before, it is important to me to learn again about the code and other staffs about softwares.",used app helpfull feels like came back college days bscs student important learn code staffs softwares,Positive,1,"[134, 1, 886, 305, 9, 832, 137, 605, 127, 2138, 311, 284, 4, 14, 2139, 1325]"
A Google user,5,very friendly and absolutely helpful,friendly absolutely helpful,Positive,1,"[55, 250, 24]"
A Google user,5,this is really awesome I'm glad two know I'm not two old to understand the foundation of application building I started with Legos and now it's come two this very simple corner stone.,really awesome glad two know two old understand foundation application building started legos come two simple corner stone,Positive,1,"[11, 41, 497, 299, 39, 299, 273, 20, 1382, 35, 511, 76, 2140, 264, 299, 30, 2141, 1383]"
A Google user,2,it's a good application in that it has enabled me to get an ideology on hw to create a web page already before I go far,good application enabled get ideology hw create web page already go far,Positive,1,"[2, 35, 2142, 27, 2143, 2144, 231, 79, 651, 103, 139, 21]"
A Google user,5,nice app to learn programming,nice app learn programming,Positive,1,"[12, 1, 4, 23]"
A Google user,5,best app for beginners,best app beginners,Positive,1,"[8, 1, 17]"
A Google user,2,"It's good but... Hmm a energy thing. Each time you get a question wrong it decreases a heart, and when you have no hearts.... WHAAAAT? HOW MUCH TIME?! DELETING THIS NOW.",good hmm energy thing time get question wrong decreases heart hearts whaaaat much time deleting,Positive,1,"[2, 2145, 804, 102, 36, 27, 327, 196, 2146, 152, 133, 2147, 26, 36, 2148]"
A Google user,2,A very good app to learn coding. I love it,good app learn coding love,Positive,1,"[2, 1, 4, 3, 15]"
A Google user,5,29th Jan: Just started and am enjoying it!!,29th jan started enjoying,Positive,1,"[2149, 2150, 76, 136]"
A Google user,5,great way to learn,great way learn,Positive,1,"[6, 16, 4]"
A Google user,5,👍 great,great,Positive,1,[6]
A Google user,5,Great intro and interactive app. Start with Mimo!!!,great intro interactive app start mimo,Positive,1,"[6, 1083, 94, 1, 53, 10]"
A Google user,4,this is great,great,Positive,1,[6]
A Google user,4,it s good,good,Positive,1,[2]
A Google user,4,I just started using this app and currently it seems intuitive,started using app currently seems intuitive,Neutral,0,"[76, 50, 1, 365, 147, 512]"
A Google user,4,cool and engaging not childish which i really like,cool engaging childish really like,Positive,1,"[57, 320, 2151, 11, 9]"
A Google user,5,it's nice just using the app,nice using app,Positive,1,"[12, 50, 1]"
A Google user,5,mimo is a good platform/app for learning web_development,mimo good platform app learning web_development,Positive,1,"[10, 2, 114, 1, 5, 79, 165]"
A Google user,5,Hii if there is 100 rating star ⭐ then I'll give this app 101 star ⭐ it's a very good application where you can learn with the solution and the app friendly not boring,hii 100 rating star give app 101 star good application learn solution app friendly boring,Positive,1,"[2152, 552, 749, 243, 83, 1, 2153, 243, 2, 35, 4, 570, 1, 55, 383]"
A Google user,5,"This is such an amazing app, I am in the interested phrase.",amazing app interested phrase,Positive,1,"[22, 1, 232, 2154]"
A Google user,5,I found this educative and interesting to learn.,found educative interesting learn,Positive,1,"[221, 280, 80, 4]"
A Google user,5,an excellent app for learning programming I have been using this app since 2020 and I learned 90% of my coding in the app I'm proud of mimo,excellent app learning programming using app since 2020 learned 90 coding app proud mimo,Positive,1,"[66, 1, 5, 23, 50, 1, 239, 2155, 100, 2156, 3, 1, 1084, 10]"
A Google user,5,it is a explanat application,explanat application,Neutral,0,"[2157, 35]"
A Google user,5,👍 great,great,Positive,1,[6]
A Google user,5,great,great,Positive,1,[6]
A Google user,5,good,good,Positive,1,[2]
A Google user,5,nice app,nice app,Positive,1,"[12, 1]"
A Google user,5,Small step to start learning,small step start learning,Neutral,0,"[436, 74, 53, 5]"
A Google user,5,best learning apps,best learning apps,Positive,1,"[8, 5, 91]"
A Google user,3,"Easy to learn. But this only covers the basic skill level, without much practice.",easy learn covers basic skill level without much practice,Positive,1,"[7, 4, 1077, 87, 393, 112, 128, 26, 51]"
A Google user,5,works,works,Neutral,0,[173]
A Google user,5,nice app for me and making big progress in my code journey,nice app making big progress code journey,Positive,1,"[12, 1, 124, 491, 106, 14, 150]"
A Google user,5,Mimo is a very good app. Easy to learn with,mimo good app easy learn,Positive,1,"[10, 2, 1, 7, 4]"
A Google user,5,It's Pretty Exciting and A Quick East Learning Process,pretty exciting quick east learning process,Positive,1,"[113, 571, 743, 1085, 5, 380]"
A Google user,5,This is superb I love it!!!,superb love,Positive,1,"[538, 15]"
A Google user,5,it is the best app I have ever used to learn coding from a zero,best app ever used learn coding zero,Positive,1,"[8, 1, 78, 134, 4, 3, 336]"
A Google user,5,fantastic,fantastic,Positive,1,[170]
A Google user,5,"I've learned a bit of python from books, and that's hard sometimes. Mimo is more engaging and someone fun, whilst being educational!",learned bit python books hard sometimes mimo engaging someone fun whilst educational,Positive,1,"[100, 160, 31, 862, 258, 353, 10, 320, 212, 13, 1384, 138]"
A Google user,5,great app,great app,Positive,1,"[6, 1]"
A Google user,5,"loving it, so far it's amazing",loving far amazing,Positive,1,"[190, 21, 22]"
A Google user,5,This is an awesome app to learn coding. I didn't know HTML was this simple. I'm glad I can start from here and build my webpage. Kudos!,awesome app learn coding know html simple glad start build webpage kudos,Positive,1,"[41, 1, 4, 3, 39, 40, 30, 497, 53, 406, 750, 594]"
A Google user,5,the best app to use in coding as someone who wants to learn alone. very easy to understand.,best app use coding someone wants learn alone easy understand,Positive,1,"[8, 1, 18, 3, 212, 257, 4, 2158, 7, 20]"
A Google user,3,"I don't typically write these, but I felt like this app needed it. The cost is $60 bucks a year for the Pro version to learn coding through the app, which is great, I've learned a lot so far. What they fail to mention is they have projects that can ONLY be completed through a web browser, which is accessed through their MAX tier level, which is $300 for the full year and $40 per month, basically 4X the amount one would pay for the Pro. I'll try to circumvent the Project portions.",typically write felt like app needed cost 60 bucks year pro version learn coding app great learned lot far fail mention projects completed web browser accessed max tier level 300 full year 40 per month basically 4x amount one would pay pro try circumvent project portions,Positive,1,"[2159, 270, 731, 9, 1, 370, 566, 457, 1385, 166, 56, 64, 4, 3, 1, 6, 100, 52, 21, 751, 710, 290, 377, 79, 530, 2160, 116, 866, 112, 1386, 110, 166, 1387, 752, 298, 624, 2161, 362, 25, 34, 90, 56, 58, 2162, 372, 2163]"
A Google user,5,"Wow! There is alot of stuff to learn here folks. Alot of coding apps teach only the very basics, not this one though. It is both for beginners, and those have already have some experience. Best learning program I've tried yet, and I'm only getting started. *Update* Day 12 - I am at > 80% done the python course - no subscription. Thoughtfully answer questions and heart system works just fine.",wow alot stuff learn folks alot coding apps teach basics one though beginners already experience best learning program tried yet getting started update day 12 80 done python course subscription thoughtfully answer questions heart system works fine,Positive,1,"[204, 177, 226, 4, 2164, 177, 3, 91, 111, 71, 25, 184, 17, 103, 43, 8, 5, 169, 246, 191, 220, 76, 354, 86, 1086, 2165, 267, 31, 72, 63, 2166, 316, 131, 152, 281, 173, 572]"
A Google user,5,it really helpful,really helpful,Positive,1,"[11, 24]"
A Google user,3,"Mimo is a great app generally, but I found that since I chose the laptop and phone option, while all phone operations worked fine, with the exception of the laptop exercises, when I attempted to do those laptop exercises on the laptop, it wouldn't allow me to click on any tasks, and it didn't function for performing exercises. Also, I dislike that a streak is only withheld if there is an advancement, where I think it should be counted when a practice or review is done, as it's still effort made.",mimo great app generally found since chose laptop phone option phone operations worked fine exception laptop exercises attempted laptop exercises laptop allow click tasks function performing exercises also dislike streak withheld advancement think counted practice review done still effort made,Positive,1,"[10, 6, 1, 1087, 221, 239, 887, 437, 122, 156, 122, 1088, 1089, 572, 2167, 437, 265, 1388, 437, 265, 437, 513, 453, 381, 801, 1389, 265, 32, 2168, 153, 2169, 1339, 67, 2170, 51, 331, 267, 75, 830, 82]"
A Google user,5,really liking this app,really liking app,Positive,1,"[11, 1390, 1]"
A Google user,5,best app it teach me coding very fast,best app teach coding fast,Positive,1,"[8, 1, 111, 3, 148]"
A Google user,5,I'm starting out on mimo and I've realized how easy coding is!,starting mimo realized easy coding,Positive,1,"[195, 10, 2171, 7, 3]"
A Google user,5,It is really a fun app and it changes my life to learn coding this way!,really fun app changes life learn coding way,Positive,1,"[11, 13, 1, 1391, 254, 4, 3, 16]"
A Google user,3,It's a very teachable app,teachable app,Neutral,0,"[2172, 1]"
A Google user,4,"still learning hope it good,fr tho it kinda hard to code but i want make game",still learning hope good fr tho kinda hard code want make game,Positive,1,"[75, 5, 119, 2, 1392, 652, 499, 258, 14, 28, 46, 68]"
A Google user,5,mimo is great for beginners to learn and practice python 🤗,mimo great beginners learn practice python,Positive,1,"[10, 6, 17, 4, 51, 31]"
A Google user,5,very good,good,Positive,1,[2]
A Google user,5,"it's great for beginners, and very educational",great beginners educational,Positive,1,"[6, 17, 138]"
A Google user,5,Good 😊😊😊 for beginner I am glad to use it keep it up teams 💪💪💪,good beginner glad use keep teams,Positive,1,"[2, 48, 497, 18, 143, 2173]"
A Google user,5,this is very nice for Learn coding,nice learn coding,Positive,1,"[12, 4, 3]"
